Year,Race,Driver,Stint,Compound,StintLength
2019,Spanish Grand Prix,RAI,3,SOFT,21
2019,Spanish Grand Prix,PER,3,SOFT,21
2019,Spanish Grand Prix,MAG,3,SOFT,21
2019,Spanish Grand Prix,KVY,3,MEDIUM,21
2019,Spanish Grand Prix,KUB,3,MEDIUM,21
2019,Spanish Grand Prix,HAM,3,SOFT,20
2019,Spanish Grand Prix,GRO,3,SOFT,20
2019,Spanish Grand Prix,GIO,3,SOFT,25
2019,Spanish Grand Prix,GAS,3,SOFT,20
2019,Spanish Grand Prix,BOT,3,SOFT,21
2019,Spanish Grand Prix,ALB,3,MEDIUM,21
2019,Spanish Grand Prix,RIC,3,MEDIUM,21
2019,Spanish Grand Prix,VET,3,MEDIUM,26
2019,Monaco Grand Prix,ALB,1,SOFT,40
2019,Monaco Grand Prix,MAG,1,SOFT,11
2019,Monaco Grand Prix,RAI,1,SOFT,46
2019,Monaco Grand Prix,VET,1,SOFT,11
2019,Monaco Grand Prix,LEC,1,MEDIUM,9
2019,Monaco Grand Prix,KVY,1,SOFT,32
2019,Monaco Grand Prix,RIC,1,SOFT,11
2019,Monaco Grand Prix,KUB,1,MEDIUM,21
2019,Monaco Grand Prix,HUL,1,MEDIUM,9
2019,Monaco Grand Prix,NOR,1,MEDIUM,47
2019,Monaco Grand Prix,HAM,1,SOFT,11
2019,Monaco Grand Prix,RUS,1,MEDIUM,10
2019,Monaco Grand Prix,GRO,1,SOFT,50
2019,Monaco Grand Prix,SAI,1,SOFT,30
2019,Monaco Grand Prix,GIO,1,SOFT,44
2019,Monaco Grand Prix,STR,1,MEDIUM,40
2019,Monaco Grand Prix,GAS,1,SOFT,27
2019,Monaco Grand Prix,VER,1,SOFT,11
2019,Monaco Grand Prix,BOT,1,SOFT,11
2019,Monaco Grand Prix,PER,1,MEDIUM,11
2019,Monaco Grand Prix,RIC,2,MEDIUM,67
2019,Monaco Grand Prix,SAI,2,MEDIUM,48
2019,Monaco Grand Prix,RAI,2,MEDIUM,31
2019,Monaco Grand Prix,STR,2,HARD,37
2019,Monaco Grand Prix,VER,2,HARD,67
2019,Monaco Grand Prix,PER,2,HARD,66
2019,Monaco Grand Prix,RUS,2,HARD,67
2019,Monaco Grand Prix,LEC,2,HARD,7
2019,Monaco Grand Prix,MAG,2,MEDIUM,66
2019,Monaco Grand Prix,KVY,2,MEDIUM,46
2019,Monaco Grand Prix,KUB,2,HARD,56
2019,Monaco Grand Prix,HUL,2,HARD,68
2019,Monaco Grand Prix,HAM,2,MEDIUM,67
2019,Monaco Grand Prix,GRO,2,MEDIUM,28
2019,Monaco Grand Prix,GIO,2,MEDIUM,32
2019,Monaco Grand Prix,GAS,2,MEDIUM,35
2019,Monaco Grand Prix,BOT,2,MEDIUM,1
2019,Monaco Grand Prix,ALB,2,MEDIUM,38
2019,Monaco Grand Prix,NOR,2,SOFT,31
2019,Monaco Grand Prix,VET,2,HARD,67
2019,Monaco Grand Prix,LEC,3,SOFT,1
2019,Monaco Grand Prix,GAS,3,SOFT,16
2019,Monaco Grand Prix,BOT,3,HARD,66
2019,Canadian Grand Prix,ALB,1,MEDIUM,1
2019,Canadian Grand Prix,VER,1,HARD,48
2019,Canadian Grand Prix,STR,1,HARD,45
2019,Canadian Grand Prix,SAI,1,SOFT,4
2019,Canadian Grand Prix,RUS,1,MEDIUM,9
2019,Canadian Grand Prix,RIC,1,SOFT,8
2019,Canadian Grand Prix,RAI,1,MEDIUM,6
2019,Canadian Grand Prix,PER,1,MEDIUM,11
2019,Canadian Grand Prix,NOR,1,SOFT,8
2019,Canadian Grand Prix,MAG,1,HARD,39
2019,Canadian Grand Prix,VET,1,MEDIUM,26
2019,Canadian Grand Prix,KVY,1,MEDIUM,12
2019,Canadian Grand Prix,KUB,1,MEDIUM,9
2019,Canadian Grand Prix,LEC,1,MEDIUM,33
2019,Canadian Grand Prix,HAM,1,MEDIUM,28
2019,Canadian Grand Prix,BOT,1,MEDIUM,30
2019,Canadian Grand Prix,GRO,1,MEDIUM,34
2019,Canadian Grand Prix,GIO,1,HARD,33
2019,Canadian Grand Prix,GAS,1,SOFT,7
2019,Canadian Grand Prix,HUL,1,SOFT,16
2019,Canadian Grand Prix,HUL,2,HARD,53
2019,Canadian Grand Prix,VER,2,MEDIUM,22
2019,Canadian Grand Prix,ALB,2,HARD,59
2019,Canadian Grand Prix,STR,2,MEDIUM,24
2019,Canadian Grand Prix,SAI,2,HARD,65
2019,Canadian Grand Prix,BOT,2,HARD,37
2019,Canadian Grand Prix,RUS,2,HARD,59
2019,Canadian Grand Prix,RIC,2,HARD,61
2019,Canadian Grand Prix,GAS,2,HARD,62
2019,Canadian Grand Prix,PER,2,HARD,58
2019,Canadian Grand Prix,GIO,2,MEDIUM,36
2019,Canadian Grand Prix,MAG,2,MEDIUM,29
2019,Canadian Grand Prix,LEC,2,HARD,37
2019,Canadian Grand Prix,GRO,2,HARD,35
2019,Canadian Grand Prix,KVY,2,HARD,57
2019,Canadian Grand Prix,KUB,2,HARD,29
2019,Canadian Grand Prix,HAM,2,HARD,42
2019,Canadian Grand Prix,RAI,2,HARD,52
2019,Canadian Grand Prix,VET,2,HARD,44
2019,Canadian Grand Prix,RAI,3,SOFT,11
2019,Canadian Grand Prix,BOT,3,SOFT,3
2019,Canadian Grand Prix,KUB,3,HARD,29
2019,French Grand Prix,ALB,1,MEDIUM,25
2019,French Grand Prix,VET,1,MEDIUM,25
2019,French Grand Prix,VER,1,MEDIUM,20
2019,French Grand Prix,STR,1,HARD,39
2019,French Grand Prix,SAI,1,MEDIUM,19
2019,French Grand Prix,RUS,1,MEDIUM,25
2019,French Grand Prix,RIC,1,MEDIUM,16
2019,French Grand Prix,RAI,1,HARD,31
2019,French Grand Prix,PER,1,MEDIUM,18
2019,French Grand Prix,NOR,1,MEDIUM,18
2019,French Grand Prix,LEC,1,MEDIUM,21
2019,French Grand Prix,KVY,1,HARD,32
2019,French Grand Prix,KUB,1,MEDIUM,24
2019,French Grand Prix,MAG,1,MEDIUM,16
2019,French Grand Prix,HAM,1,MEDIUM,24
2019,French Grand Prix,BOT,1,MEDIUM,23
2019,French Grand Prix,GAS,1,SOFT,17
2019,French Grand Prix,GRO,1,HARD,31
2019,French Grand Prix,GIO,1,SOFT,7
2019,French Grand Prix,HUL,1,HARD,34
2019,French Grand Prix,HUL,2,MEDIUM,18
2019,French Grand Prix,ALB,2,HARD,27
2019,French Grand Prix,VER,2,HARD,33
2019,French Grand Prix,STR,2,MEDIUM,13
2019,French Grand Prix,BOT,2,HARD,30
2019,French Grand Prix,SAI,2,HARD,34
2019,French Grand Prix,RUS,2,HARD,8
2019,French Grand Prix,GAS,2,HARD,35
2019,French Grand Prix,RIC,2,HARD,36
2019,French Grand Prix,RAI,2,MEDIUM,21
2019,French Grand Prix,PER,2,HARD,34
2019,French Grand Prix,NOR,2,HARD,34
2019,French Grand Prix,MAG,2,HARD,36
2019,French Grand Prix,VET,2,HARD,26
2019,French Grand Prix,LEC,2,HARD,32
2019,French Grand Prix,GRO,2,MEDIUM,14
2019,French Grand Prix,KVY,2,MEDIUM,20
2019,French Grand Prix,KUB,2,HARD,27
2019,French Grand Prix,HAM,2,HARD,29
2019,French Grand Prix,GIO,2,HARD,27
2019,French Grand Prix,GIO,3,MEDIUM,18
2019,French Grand Prix,RUS,3,MEDIUM,18
2019,French Grand Prix,VET,3,SOFT,2
2019,Austrian Grand Prix,ALB,1,MEDIUM,35
2019,Austrian Grand Prix,NOR,1,SOFT,25
2019,Austrian Grand Prix,RAI,1,SOFT,23
2019,Austrian Grand Prix,RIC,1,MEDIUM,46
2019,Austrian Grand Prix,MAG,1,SOFT,11
2019,Austrian Grand Prix,LEC,1,SOFT,22
2019,Austrian Grand Prix,RUS,1,MEDIUM,27
2019,Austrian Grand Prix,KVY,1,MEDIUM,32
2019,Austrian Grand Prix,KUB,1,MEDIUM,19
2019,Austrian Grand Prix,HUL,1,MEDIUM,26
2019,Austrian Grand Prix,SAI,1,MEDIUM,41
2019,Austrian Grand Prix,STR,1,MEDIUM,25
2019,Austrian Grand Prix,GRO,1,MEDIUM,34
2019,Austrian Grand Prix,GIO,1,SOFT,24
2019,Austrian Grand Prix,VER,1,MEDIUM,31
2019,Austrian Grand Prix,GAS,1,SOFT,25
2019,Austrian Grand Prix,BOT,1,MEDIUM,21
2019,Austrian Grand Prix,VET,1,SOFT,21
2019,Austrian Grand Prix,HAM,1,MEDIUM,30
2019,Austrian Grand Prix,PER,1,MEDIUM,28
2019,Austrian Grand Prix,SAI,2,HARD,29
2019,Austrian Grand Prix,PER,2,HARD,42
2019,Austrian Grand Prix,RUS,2,HARD,42
2019,Austrian Grand Prix,STR,2,HARD,45
2019,Austrian Grand Prix,RIC,2,SOFT,24
2019,Austrian Grand Prix,VER,2,HARD,40
2019,Austrian Grand Prix,RAI,2,HARD,47
2019,Austrian Grand Prix,MAG,2,HARD,2
2019,Austrian Grand Prix,VET,2,HARD,29
2019,Austrian Grand Prix,LEC,2,HARD,49
2019,Austrian Grand Prix,KVY,2,HARD,38
2019,Austrian Grand Prix,KUB,2,HARD,49
2019,Austrian Grand Prix,HUL,2,HARD,44
2019,Austrian Grand Prix,HAM,2,HARD,41
2019,Austrian Grand Prix,GRO,2,HARD,36
2019,Austrian Grand Prix,GIO,2,HARD,46
2019,Austrian Grand Prix,GAS,2,HARD,45
2019,Austrian Grand Prix,BOT,2,HARD,50
2019,Austrian Grand Prix,ALB,2,HARD,35
2019,Austrian Grand Prix,NOR,2,MEDIUM,45
2019,Austrian Grand Prix,MAG,3,HARD,49
2019,Austrian Grand Prix,VET,3,SOFT,21
2019,Austrian Grand Prix,MAG,4,SOFT,7
2019,British Grand Prix,ALB,1,SOFT,13
2019,British Grand Prix,VET,1,SOFT,20
2019,British Grand Prix,VER,1,MEDIUM,13
2019,British Grand Prix,STR,1,MEDIUM,13
2019,British Grand Prix,SAI,1,MEDIUM,20
2019,British Grand Prix,RUS,1,MEDIUM,21
2019,British Grand Prix,RIC,1,SOFT,12
2019,British Grand Prix,RAI,1,MEDIUM,17
2019,British Grand Prix,PER,1,MEDIUM,18
2019,British Grand Prix,MAG,1,SOFT,1
2019,British Grand Prix,LEC,1,SOFT,13
2019,British Grand Prix,KVY,1,SOFT,12
2019,British Grand Prix,KUB,1,MEDIUM,20
2019,British Grand Prix,NOR,1,SOFT,13
2019,British Grand Prix,HUL,1,SOFT,13
2019,British Grand Prix,BOT,1,MEDIUM,16
2019,British Grand Prix,GAS,1,MEDIUM,12
2019,British Grand Prix,GRO,1,SOFT,1
2019,British Grand Prix,HAM,1,MEDIUM,20
2019,British Grand Prix,GIO,1,MEDIUM,18
2019,British Grand Prix,LEC,2,MEDIUM,8
2019,British Grand Prix,ALB,2,MEDIUM,39
2019,British Grand Prix,VER,2,MEDIUM,7
2019,British Grand Prix,KUB,2,HARD,31
2019,British Grand Prix,STR,2,HARD,26
2019,British Grand Prix,BOT,2,MEDIUM,29
2019,British Grand Prix,SAI,2,HARD,32
2019,British Grand Prix,RUS,2,HARD,30
2019,British Grand Prix,HAM,2,HARD,32
2019,British Grand Prix,GAS,2,HARD,40
2019,British Grand Prix,RAI,2,HARD,35
2019,British Grand Prix,RIC,2,MEDIUM,8
2019,British Grand Prix,NOR,2,MEDIUM,22
2019,British Grand Prix,GRO,2,HARD,8
2019,British Grand Prix,PER,2,HARD,6
2019,British Grand Prix,KVY,2,MEDIUM,9
2019,British Grand Prix,MAG,2,HARD,5
2019,British Grand Prix,HUL,2,HARD,39
2019,British Grand Prix,VET,2,HARD,18
2019,British Grand Prix,LEC,3,HARD,31
2019,British Grand Prix,VER,3,HARD,32
2019,British Grand Prix,STR,3,SOFT,13
2019,British Grand Prix,VET,3,MEDIUM,13
2019,British Grand Prix,BOT,3,SOFT,7
2019,British Grand Prix,RIC,3,HARD,32
2019,British Grand Prix,KVY,3,HARD,31
2019,British Grand Prix,PER,3,SOFT,22
2019,British Grand Prix,NOR,3,HARD,17
2019,British Grand Prix,PER,4,SOFT,5
2019,German Grand Prix,ALB,1,WET,2
2019,German Grand Prix,RUS,1,WET,7
2019,German Grand Prix,RIC,1,WET,3
2019,German Grand Prix,RAI,1,WET,3
2019,German Grand Prix,PER,1,WET,1
2019,German Grand Prix,NOR,1,WET,6
2019,German Grand Prix,STR,1,WET,7
2019,German Grand Prix,MAG,1,WET,8
2019,German Grand Prix,LEC,1,WET,3
2019,German Grand Prix,KVY,1,WET,3
2019,German Grand Prix,KUB,1,WET,7
2019,German Grand Prix,HUL,1,WET,3
2019,German Grand Prix,VER,1,WET,3
2019,German Grand Prix,HAM,1,WET,3
2019,German Grand Prix,GRO,1,WET,3
2019,German Grand Prix,VET,1,WET,2
2019,German Grand Prix,SAI,1,WET,3
2019,German Grand Prix,GIO,1,WET,3
2019,German Grand Prix,GAS,1,WET,3
2019,German Grand Prix,BOT,1,WET,3
2019,German Grand Prix,VER,2,INTERMEDIATE,22
2019,German Grand Prix,KVY,2,INTERMEDIATE,22
2019,German Grand Prix,MAG,2,INTERMEDIATE,13
2019,German Grand Prix,STR,2,INTERMEDIATE,18
2019,German Grand Prix,KUB,2,INTERMEDIATE,16
2019,German Grand Prix,SAI,2,INTERMEDIATE,24
2019,German Grand Prix,BOT,2,INTERMEDIATE,23
2019,German Grand Prix,HUL,2,INTERMEDIATE,12
2019,German Grand Prix,GAS,2,INTERMEDIATE,23
2019,German Grand Prix,GIO,2,INTERMEDIATE,23
2019,German Grand Prix,LEC,2,INTERMEDIATE,12
2019,German Grand Prix,RAI,2,INTERMEDIATE,23
2019,German Grand Prix,HAM,2,INTERMEDIATE,25
2019,German Grand Prix,RIC,2,INTERMEDIATE,10
2019,German Grand Prix,ALB,2,INTERMEDIATE,25
2019,German Grand Prix,RUS,2,INTERMEDIATE,17
2019,German Grand Prix,GRO,2,INTERMEDIATE,23
2019,German Grand Prix,VET,2,INTERMEDIATE,21
2019,German Grand Prix,NOR,2,INTERMEDIATE,19
2019,German Grand Prix,RAI,3,MEDIUM,2
2019,German Grand Prix,SAI,3,INTERMEDIATE,19
2019,German Grand Prix,ALB,3,SOFT,1
2019,German Grand Prix,MAG,3,SOFT,8
2019,German Grand Prix,BOT,3,MEDIUM,4
2019,German Grand Prix,LEC,3,INTERMEDIATE,12
2019,German Grand Prix,RUS,3,INTERMEDIATE,17
2019,German Grand Prix,GIO,3,MEDIUM,2
2019,German Grand Prix,KVY,3,SOFT,3
2019,German Grand Prix,VET,3,SOFT,5
2019,German Grand Prix,GRO,3,SOFT,2
2019,German Grand Prix,KUB,3,INTERMEDIATE,8
2019,German Grand Prix,HUL,3,INTERMEDIATE,14
2019,German Grand Prix,GAS,3,SOFT,2
2019,German Grand Prix,VER,3,MEDIUM,4
2019,German Grand Prix,STR,3,MEDIUM,3
2019,German Grand Prix,HAM,3,SOFT,1
2019,German Grand Prix,BOT,4,INTERMEDIATE,16
2019,German Grand Prix,RUS,4,INTERMEDIATE,6
2019,German Grand Prix,GIO,4,INTERMEDIATE,19
2019,German Grand Prix,GRO,4,INTERMEDIATE,13
2019,German Grand Prix,VER,4,INTERMEDIATE,12
2019,German Grand Prix,GAS,4,INTERMEDIATE,18
2019,German Grand Prix,RAI,4,INTERMEDIATE,19
2019,German Grand Prix,VET,4,INTERMEDIATE,13
2019,German Grand Prix,ALB,4,INTERMEDIATE,18
2019,German Grand Prix,SAI,4,SOFT,18
2019,German Grand Prix,MAG,4,INTERMEDIATE,13
2019,German Grand Prix,KUB,4,INTERMEDIATE,15
2019,German Grand Prix,STR,4,INTERMEDIATE,13
2019,German Grand Prix,KVY,4,INTERMEDIATE,17
2019,German Grand Prix,HAM,4,INTERMEDIATE,18
2019,German Grand Prix,HUL,4,INTERMEDIATE,10
2019,German Grand Prix,VER,5,INTERMEDIATE,5
2019,German Grand Prix,STR,5,INTERMEDIATE,3
2019,German Grand Prix,KVY,5,SOFT,19
2019,German Grand Prix,RUS,5,SOFT,10
2019,German Grand Prix,RAI,5,SOFT,17
2019,German Grand Prix,ALB,5,SOFT,18
2019,German Grand Prix,BOT,5,SOFT,10
2019,German Grand Prix,MAG,5,INTERMEDIATE,3
2019,German Grand Prix,VET,5,INTERMEDIATE,6
2019,German Grand Prix,GAS,5,SOFT,15
2019,German Grand Prix,KUB,5,SOFT,11
2019,German Grand Prix,GIO,5,SOFT,17
2019,German Grand Prix,GRO,5,INTERMEDIATE,5
2019,German Grand Prix,HAM,5,SOFT,6
2019,German Grand Prix,VER,6,SOFT,18
2019,German Grand Prix,HAM,6,SOFT,3
2019,German Grand Prix,RUS,6,SOFT,7
2019,German Grand Prix,STR,6,SOFT,20
2019,German Grand Prix,KUB,6,SOFT,7
2019,German Grand Prix,MAG,6,SOFT,12
2019,German Grand Prix,GRO,6,SOFT,18
2019,German Grand Prix,VET,6,SOFT,17
2019,German Grand Prix,HAM,7,SOFT,8
2019,German Grand Prix,MAG,7,SOFT,7
2019,Hungarian Grand Prix,ALB,1,MEDIUM,28
2019,Hungarian Grand Prix,NOR,1,SOFT,28
2019,Hungarian Grand Prix,RAI,1,SOFT,29
2019,Hungarian Grand Prix,MAG,1,MEDIUM,38
2019,Hungarian Grand Prix,VET,1,MEDIUM,39
2019,Hungarian Grand Prix,LEC,1,MEDIUM,27
2019,Hungarian Grand Prix,KVY,1,MEDIUM,21
2019,Hungarian Grand Prix,RIC,1,HARD,46
2019,Hungarian Grand Prix,KUB,1,MEDIUM,18
2019,Hungarian Grand Prix,HUL,1,MEDIUM,36
2019,Hungarian Grand Prix,HAM,1,MEDIUM,31
2019,Hungarian Grand Prix,RUS,1,MEDIUM,16
2019,Hungarian Grand Prix,GRO,1,SOFT,19
2019,Hungarian Grand Prix,GIO,1,MEDIUM,15
2019,Hungarian Grand Prix,STR,1,MEDIUM,16
2019,Hungarian Grand Prix,GAS,1,MEDIUM,28
2019,Hungarian Grand Prix,VER,1,MEDIUM,25
2019,Hungarian Grand Prix,BOT,1,MEDIUM,5
2019,Hungarian Grand Prix,SAI,1,SOFT,29
2019,Hungarian Grand Prix,PER,1,MEDIUM,18
2019,Hungarian Grand Prix,RUS,2,HARD,52
2019,Hungarian Grand Prix,PER,2,HARD,51
2019,Hungarian Grand Prix,RIC,2,SOFT,23
2019,Hungarian Grand Prix,SAI,2,HARD,40
2019,Hungarian Grand Prix,RAI,2,MEDIUM,40
2019,Hungarian Grand Prix,STR,2,HARD,34
2019,Hungarian Grand Prix,VER,2,HARD,42
2019,Hungarian Grand Prix,LEC,2,HARD,43
2019,Hungarian Grand Prix,MAG,2,SOFT,31
2019,Hungarian Grand Prix,KVY,2,HARD,47
2019,Hungarian Grand Prix,KUB,2,HARD,49
2019,Hungarian Grand Prix,HUL,2,SOFT,33
2019,Hungarian Grand Prix,HAM,2,HARD,18
2019,Hungarian Grand Prix,GRO,2,HARD,30
2019,Hungarian Grand Prix,GIO,2,HARD,53
2019,Hungarian Grand Prix,GAS,2,HARD,41
2019,Hungarian Grand Prix,BOT,2,HARD,41
2019,Hungarian Grand Prix,ALB,2,HARD,41
2019,Hungarian Grand Prix,NOR,2,HARD,41
2019,Hungarian Grand Prix,VET,2,SOFT,31
2019,Hungarian Grand Prix,HAM,3,MEDIUM,21
2019,Hungarian Grand Prix,BOT,3,MEDIUM,23
2019,Hungarian Grand Prix,STR,3,SOFT,18
2019,Hungarian Grand Prix,VER,3,SOFT,3
2019,Belgian Grand Prix,ALB,1,MEDIUM,23
2019,Belgian Grand Prix,VET,1,SOFT,15
2019,Belgian Grand Prix,VER,1,SOFT,1
2019,Belgian Grand Prix,STR,1,SOFT,14
2019,Belgian Grand Prix,SAI,1,SOFT,1
2019,Belgian Grand Prix,RUS,1,MEDIUM,30
2019,Belgian Grand Prix,RIC,1,SOFT,1
2019,Belgian Grand Prix,RAI,1,SOFT,1
2019,Belgian Grand Prix,PER,1,SOFT,15
2019,Belgian Grand Prix,NOR,1,SOFT,19
2019,Belgian Grand Prix,LEC,1,SOFT,21
2019,Belgian Grand Prix,KVY,1,MEDIUM,24
2019,Belgian Grand Prix,KUB,1,MEDIUM,31
2019,Belgian Grand Prix,MAG,1,SOFT,25
2019,Belgian Grand Prix,GRO,1,SOFT,16
2019,Belgian Grand Prix,HUL,1,SOFT,11
2019,Belgian Grand Prix,GAS,1,SOFT,13
2019,Belgian Grand Prix,HAM,1,SOFT,22
2019,Belgian Grand Prix,GIO,1,MEDIUM,29
2019,Belgian Grand Prix,BOT,1,SOFT,23
2019,Belgian Grand Prix,RUS,2,SOFT,13
2019,Belgian Grand Prix,GAS,2,MEDIUM,31
2019,Belgian Grand Prix,RIC,2,MEDIUM,42
2019,Belgian Grand Prix,ALB,2,SOFT,21
2019,Belgian Grand Prix,HUL,2,MEDIUM,20
2019,Belgian Grand Prix,GIO,2,SOFT,13
2019,Belgian Grand Prix,RAI,2,MEDIUM,1
2019,Belgian Grand Prix,BOT,2,MEDIUM,21
2019,Belgian Grand Prix,NOR,2,MEDIUM,24
2019,Belgian Grand Prix,GRO,2,MEDIUM,27
2019,Belgian Grand Prix,MAG,2,MEDIUM,18
2019,Belgian Grand Prix,VET,2,MEDIUM,18
2019,Belgian Grand Prix,LEC,2,MEDIUM,23
2019,Belgian Grand Prix,KVY,2,SOFT,20
2019,Belgian Grand Prix,HAM,2,MEDIUM,22
2019,Belgian Grand Prix,KUB,2,SOFT,12
2019,Belgian Grand Prix,PER,2,MEDIUM,29
2019,Belgian Grand Prix,STR,2,MEDIUM,16
2019,Belgian Grand Prix,HUL,3,SOFT,13
2019,Belgian Grand Prix,RAI,3,MEDIUM,29
2019,Belgian Grand Prix,STR,3,SOFT,14
2019,Belgian Grand Prix,VET,3,SOFT,11
2019,Belgian Grand Prix,RAI,4,SOFT,12
2019,Italian Grand Prix,ALB,1,SOFT,26
2019,Italian Grand Prix,VET,1,SOFT,6
2019,Italian Grand Prix,VER,1,MEDIUM,1
2019,Italian Grand Prix,STR,1,SOFT,15
2019,Italian Grand Prix,SAI,1,SOFT,27
2019,Italian Grand Prix,RUS,1,MEDIUM,23
2019,Italian Grand Prix,RIC,1,SOFT,30
2019,Italian Grand Prix,RAI,1,MEDIUM,19
2019,Italian Grand Prix,PER,1,MEDIUM,28
2019,Italian Grand Prix,NOR,1,MEDIUM,23
2019,Italian Grand Prix,LEC,1,SOFT,20
2019,Italian Grand Prix,KVY,1,MEDIUM,28
2019,Italian Grand Prix,KUB,1,MEDIUM,29
2019,Italian Grand Prix,HUL,1,SOFT,29
2019,Italian Grand Prix,MAG,1,SOFT,20
2019,Italian Grand Prix,HAM,1,SOFT,19
2019,Italian Grand Prix,BOT,1,SOFT,27
2019,Italian Grand Prix,GAS,1,MEDIUM,28
2019,Italian Grand Prix,GIO,1,SOFT,21
2019,Italian Grand Prix,GRO,1,SOFT,7
2019,Italian Grand Prix,HUL,2,MEDIUM,24
2019,Italian Grand Prix,VET,2,HARD,6
2019,Italian Grand Prix,ALB,2,MEDIUM,27
2019,Italian Grand Prix,VER,2,SOFT,26
2019,Italian Grand Prix,STR,2,SOFT,7
2019,Italian Grand Prix,BOT,2,MEDIUM,26
2019,Italian Grand Prix,RUS,2,HARD,29
2019,Italian Grand Prix,GAS,2,SOFT,24
2019,Italian Grand Prix,RIC,2,MEDIUM,23
2019,Italian Grand Prix,GIO,2,MEDIUM,31
2019,Italian Grand Prix,RAI,2,MEDIUM,7
2019,Italian Grand Prix,HAM,2,MEDIUM,30
2019,Italian Grand Prix,NOR,2,HARD,29
2019,Italian Grand Prix,GRO,2,MEDIUM,22
2019,Italian Grand Prix,KUB,2,SOFT,15
2019,Italian Grand Prix,MAG,2,MEDIUM,14
2019,Italian Grand Prix,LEC,2,HARD,33
2019,Italian Grand Prix,PER,2,SOFT,25
2019,Italian Grand Prix,KVY,2,SOFT,1
2019,Italian Grand Prix,HAM,3,SOFT,4
2019,Italian Grand Prix,VER,3,MEDIUM,26
2019,Italian Grand Prix,KUB,3,MEDIUM,7
2019,Italian Grand Prix,GRO,3,SOFT,23
2019,Italian Grand Prix,VET,3,HARD,29
2019,Italian Grand Prix,MAG,3,SOFT,9
2019,Italian Grand Prix,RAI,3,SOFT,26
2019,Italian Grand Prix,STR,3,MEDIUM,30
2019,Italian Grand Prix,VET,4,MEDIUM,11
2019,Singapore Grand Prix,ALB,1,SOFT,20
2019,Singapore Grand Prix,MAG,1,MEDIUM,18
2019,Singapore Grand Prix,VET,1,SOFT,19
2019,Singapore Grand Prix,LEC,1,SOFT,20
2019,Singapore Grand Prix,PER,1,MEDIUM,13
2019,Singapore Grand Prix,KVY,1,MEDIUM,12
2019,Singapore Grand Prix,RAI,1,MEDIUM,15
2019,Singapore Grand Prix,KUB,1,MEDIUM,21
2019,Singapore Grand Prix,RIC,1,MEDIUM,34
2019,Singapore Grand Prix,HUL,1,SOFT,1
2019,Singapore Grand Prix,HAM,1,SOFT,26
2019,Singapore Grand Prix,RUS,1,MEDIUM,1
2019,Singapore Grand Prix,SAI,1,SOFT,1
2019,Singapore Grand Prix,GRO,1,MEDIUM,23
2019,Singapore Grand Prix,STR,1,MEDIUM,31
2019,Singapore Grand Prix,GIO,1,MEDIUM,34
2019,Singapore Grand Prix,GAS,1,HARD,32
2019,Singapore Grand Prix,VER,1,SOFT,19
2019,Singapore Grand Prix,BOT,1,SOFT,22
2019,Singapore Grand Prix,NOR,1,SOFT,20
2019,Singapore Grand Prix,NOR,2,HARD,41
2019,Singapore Grand Prix,RIC,2,HARD,27
2019,Singapore Grand Prix,SAI,2,HARD,34
2019,Singapore Grand Prix,RAI,2,HARD,34
2019,Singapore Grand Prix,STR,2,HARD,10
2019,Singapore Grand Prix,PER,2,HARD,29
2019,Singapore Grand Prix,VER,2,HARD,42
2019,Singapore Grand Prix,RUS,2,HARD,33
2019,Singapore Grand Prix,LEC,2,HARD,41
2019,Singapore Grand Prix,MAG,2,HARD,38
2019,Singapore Grand Prix,ALB,2,HARD,41
2019,Singapore Grand Prix,BOT,2,HARD,39
2019,Singapore Grand Prix,GAS,2,MEDIUM,29
2019,Singapore Grand Prix,GIO,2,HARD,2
2019,Singapore Grand Prix,HAM,2,HARD,35
2019,Singapore Grand Prix,GRO,2,HARD,12
2019,Singapore Grand Prix,KUB,2,HARD,23
2019,Singapore Grand Prix,KVY,2,HARD,24
2019,Singapore Grand Prix,HUL,2,HARD,35
2019,Singapore Grand Prix,VET,2,HARD,42
2019,Singapore Grand Prix,HUL,3,MEDIUM,25
2019,Singapore Grand Prix,GRO,3,SOFT,26
2019,Singapore Grand Prix,MAG,3,SOFT,5
2019,Singapore Grand Prix,GIO,3,SOFT,25
2019,Singapore Grand Prix,SAI,3,MEDIUM,26
2019,Singapore Grand Prix,KUB,3,MEDIUM,17
2019,Singapore Grand Prix,STR,3,SOFT,3
2019,Singapore Grand Prix,KVY,3,SOFT,25
2019,Singapore Grand Prix,STR,4,SOFT,17
2019,Russian Grand Prix,ALB,1,MEDIUM,29
2019,Russian Grand Prix,VER,1,SOFT,28
2019,Russian Grand Prix,STR,1,MEDIUM,27
2019,Russian Grand Prix,SAI,1,SOFT,21
2019,Russian Grand Prix,RUS,1,MEDIUM,27
2019,Russian Grand Prix,RIC,1,SOFT,1
2019,Russian Grand Prix,RAI,1,MEDIUM,9
2019,Russian Grand Prix,PER,1,SOFT,23
2019,Russian Grand Prix,NOR,1,SOFT,20
2019,Russian Grand Prix,MAG,1,SOFT,27
2019,Russian Grand Prix,KVY,1,HARD,27
2019,Russian Grand Prix,KUB,1,MEDIUM,1
2019,Russian Grand Prix,LEC,1,SOFT,22
2019,Russian Grand Prix,VET,1,SOFT,26
2019,Russian Grand Prix,BOT,1,MEDIUM,28
